0,9.0,3.6875,3.0000,3.7500,3.8125,5.6875,4.3750,8.0,3.6875
1,8.0,2.8750,2.2500,2.8750,2.9375,4.7500,3.4375,7.0,2.8750
2,7.0,2.2500,1.7500,2.1875,2.1875,3.8750,2.5625,6.0,2.1875
3,6.0,1.7500,1.3125,1.6875,1.7500,3.0000,1.8125,5.0,1.6875
4,5.0,1.2500,1.1250,1.3125,1.4375,2.1875,1.3125,4.0,1.3750
5,4.0,1.1250,1.0000,1.0625,1.1250,1.4375,1.0625,3.0,1.1875
6,3.0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2.0,1.0000
