1,1.0,3.2500,2.0625,8.0,6.0625,5.6250,6.0000,8.9375,4.0625
2,1.0,2.2500,1.0625,7.0,5.0625,4.6250,5.0000,7.9375,3.0625
3,1.0,1.3125,1.0000,6.0,4.0625,3.6250,4.0000,6.9375,2.0625
4,1.0,1.1250,1.0000,5.0,3.0625,2.6250,3.0625,5.9375,1.1875
5,1.0,1.0625,1.0000,4.0,2.0625,1.6875,2.1250,4.9375,1.1250
6,1.0,1.0000,1.0000,3.0,1.3750,1.1875,1.4375,3.9375,1.0625
7,1.0,1.0000,1.0000,2.0,1.0625,1.0000,1.0000,2.9375,1.0000
