glucose, eda_mean, eda_kurt, temp_mean, temp_std, temp_kurt, acc_x_mean, acc_x_std, acc_x_kurt, acc_y_mean, acc_y_std, acc_y_kurt, acc_z_mean, acc_z_std, hr_std, hr_kurt, hr_spectral_centroid, acc_z_spectral_bandwidth, acc_y_spectral_bandwidth, acc_x_spectral_bandwidth, eda_spectral_bandwidth,datetime_spectral_bandwidth,time
0.3449575294541251,0.0386854287089483,-0.623010470121887,0.9149920415959252,0.0050268276459747,-1.0286191762817063,0.5402675735420364,0.0442744006935392,-0.2888621344921711,0.5737178640128934,0.0588120076483426,-1.489743265268778,0.6296920290962905,0.0765056221494408,0.0402496271225874,-0.6484586499608569,0.1819458832552044,0.2882742458049259,0.1846801282468317,0.3030688704976957,0.3523900987744772,0.0745085108242838,349
0.2480339674342983,0.038045423525563,1.9611272082694915,0.9161518463497452,0.0049619504151684,-0.9080864417869412,0.5392629208278487,0.0454937150005561,-0.4075045950418094,0.5656965035641667,0.0587807875779991,-1.2236956611705443,0.6317829809938481,0.0755067159081243,0.0510564404335053,-1.1278288325333694,0.1365783441709445,0.2117079570657381,0.1964474300480591,0.2234646169764984,0.4075334725210902,0.0744049485349345,350
0.31865847498983974,0.0378710739046651,4.0236310061611125,0.9172315365025464,0.0037049077850599,-1.0280109422289607,0.5314984413452184,0.0406720677482524,0.4816996067841996,0.5623070252206664,0.0522866272067789,-0.766130459203358,0.6154137377236647,0.0579269774527217,0.036361430033192,-1.071197143663074,0.0656393914069277,0.2579346657765226,0.2231859830755106,0.2283041728816546,0.4302951317877153,0.0743018168709353,351
0.2921431201923513,0.0382326885756866,16.491106603915718,0.9164691213921896,0.0045651212059584,-0.9778573544103732,0.5224765307545929,0.0431075676509853,2.7991610321704505,0.5796784921033782,0.0581279678926603,-0.7491640349399264,0.5939243033217959,0.053899211802037,0.0312853751444041,-1.175294721920765,0.0806856369214187,0.2460272673947992,0.287615166476023,0.2228375685262555,0.4231792023790836,0.0741991128563033,352
0.4232410051307958,0.0387459662584116,21.10663220390967,0.9141261672325972,0.0054371114257271,-1.213674815530631,0.5074948223687975,0.0400198594743951,2.3958259644676985,0.6109131299389992,0.0668829455377172,-0.0323971615130482,0.5695673203343811,0.0547483090297863,0.0299203124072189,-1.1719833927581276,0.0632601653229738,0.2595969842141924,0.2329675940070416,0.2448920327436846,0.4233697188870042,0.0740968335437674,353
0.32032530725466934,0.0391270080039112,12.997660890918382,0.9108674660441424,0.00507741496217,-0.863646747044069,0.5077158106435644,0.0364170958303337,2.7813481141802083,0.6322973530142336,0.0527025428442605,1.2009849458894126,0.5569192743050035,0.0452587399936014,0.0370790037565533,-1.145546118139765,0.1206465397832214,0.221116933851534,0.1895347181954867,0.2502307667111203,0.4145978094581035,0.0739949760144149,354
0.372725390658496,0.0406470727413673,4.072995747382398,0.907875106112054,0.0043925985449582,-0.5468171232702224,0.5026153520789217,0.0364739322837203,2.179180398167157,0.6487517113198392,0.0479172105792122,-0.2564512682158879,0.5513985543583284,0.0457976869825418,0.0270539009129738,-1.0300257229776488,0.1025923034289395,0.223367807209472,0.2423795924702804,0.2100622383452296,0.3915222312237736,0.0738935373773408,355
0.4669642904008467,0.0499539956827127,2.644430954801724,0.9053183361629876,0.0035248231960904,-0.6320049791292832,0.4917036508112516,0.0333910354012622,2.876233828965486,0.6587891798373308,0.0435453915347045,-0.1860332293514952,0.5394220758472659,0.0391859585679798,0.0321935012816306,-1.1603283160021838,0.105443443699938,0.2396042120559177,0.1896704143294016,0.213357532088471,0.4318272847103479,0.0737925147693032,356
0.44121099614705866,0.0635202427056601,-1.158924903693585,0.9034332555178264,0.0028906409413718,-0.8641464346667331,0.4883482283380072,0.0275250512104741,0.2526071152235345,0.6706310798789223,0.0427703564112936,-0.6248269946587217,0.5388165337622152,0.036633395090062,0.0324406773456809,-1.2026061379041089,0.0992654910213899,0.2316619195195433,0.2514992954569048,0.2197347923846087,0.3859257011591759,0.0736919053543853,357
0.38175740315477147,0.0771593395326137,-1.6944330753575414,0.9006313667232594,0.0046560307247137,1.6936043000388774,0.4987733306386996,0.0308243006742797,-0.1015597226287194,0.661925209546421,0.0401362674896035,-0.4635196321196484,0.5474672032276212,0.0404794128802409,0.0293997983679322,-0.2023808977294776,0.1247605859837674,0.2376678412946739,0.1938264447148568,0.2085766267579807,0.3877283136639146,0.0735917063236564,358
0.4686311328934162,0.0921744002302698,-0.653247238344846,0.8962128607809846,0.0079631812410788,-0.4226735579366405,0.508793544862073,0.038268852848548,0.2798539795326618,0.6663143658440779,0.0445600959338112,-0.1733520637425045,0.5495735387644779,0.0399262667846083,0.0514162235809969,-0.4318828352784671,0.1627535419422588,0.2603454240812342,0.2305535555539096,0.2379584964814178,0.4061572166582189,0.0734919148948503,359
