glucose, eda_mean, eda_kurt, temp_mean, temp_std, temp_kurt, acc_x_mean, acc_x_std, acc_x_kurt, acc_y_mean, acc_y_std, acc_y_kurt, acc_z_mean, acc_z_std, hr_std, hr_kurt, hr_spectral_centroid, acc_z_spectral_bandwidth, acc_y_spectral_bandwidth, acc_x_spectral_bandwidth, eda_spectral_bandwidth,datetime_spectral_bandwidth,time
0.23147894245516729,0.0929857127170649,0.7342383894591107,0.2564464497431168,0.008202385379868,-1.0766048302956297,0.6886242482728204,0.066633734727787,1.6223791968462806,0.4221766771253548,0.0708559982419703,-0.561266910026339,0.7078550854648429,0.0899429701397415,0.0275555618170426,0.1118336508552926,0.030780418862338,0.2975960660397814,0.3325189276104453,0.2541040367690772,0.3467548136514071,0.04766984464841,867
0.40232932043329706,0.0888000563350847,-0.6304570797079907,0.2503826900276643,0.0028550641149287,0.2901866099865415,0.669548093947432,0.0853729294363723,0.0441106025468043,0.4659884020618557,0.0963451256868397,0.1231663051825284,0.6692370333169765,0.1084911208934292,0.05220870604321,-0.8605309339547511,0.0239854314942117,0.2270283772256916,0.2352529381335114,0.2501464027095723,0.3346289487092803,0.0476155798967797,869
0.3819585219755433,0.0854904820392961,0.1055863707140254,0.2499828744565932,0.0026689665248062,0.4970748195193843,0.6755638863733191,0.0897488725016322,-0.2284244723013415,0.4867546690572239,0.0866668585338227,0.7227514384984497,0.6415088480647734,0.1003748430112869,0.0554524437315195,-1.35615622614327,0.0607794844532539,0.2854070491187236,0.2468696639637172,0.2733679853302266,0.3410291666118558,0.047588516921972,870
0.27418626265681206,0.0825180891790115,0.9433022065202112,0.2498761691476749,0.0026460863155361,0.1489252462548056,0.6880816853675193,0.0984656809500689,-0.5251399173450126,0.494203365456447,0.0831014654036188,0.981761030384503,0.5959243186325626,0.0903601998700698,0.0552471782049213,-1.2483849741344588,0.0440255589033725,0.3226087899111737,0.2439242355801815,0.255453064086284,0.3377931583970015,0.0475615000393862,871
0.315010303281989,0.0821727503240377,1.563506871016061,0.2463259122645237,0.0069398104578067,1.723777826425756,0.6953208341629361,0.0996261555431652,-0.4379452595021464,0.5079208874943972,0.0771760808427814,0.7665061701636722,0.5675945378151261,0.0795366191622192,0.0473942421229345,-0.324488699969427,0.0409631762775312,0.275747978477543,0.3123696375324298,0.2575765839191039,0.337352919213782,0.0475345291183339,872
0.28521759852150924,0.0802031134696631,1.4884555427857955,0.2398063496245553,0.012839031470393,-0.7596241538060826,0.7379963674102048,0.0943971131162825,-0.189783278287769,0.476382900044823,0.0866360313486133,0.9049483898385522,0.544252431812141,0.0741696398977997,0.0325383321903659,-0.7251381446899368,0.0416518571085338,0.2644839122137758,0.2872716430634988,0.2634500697317965,0.3368597423448831,0.0475076040286442,873
0.26408740153793947,0.0801008736142902,1.460212863552791,0.2317415360295086,0.0162195363565625,-1.594839799919502,0.7408221791899223,0.0857753738362243,-0.408888290501324,0.4680377259823696,0.0874584644560548,0.6806625313308303,0.5516532936167168,0.0792135251783702,0.0509145792627344,0.4301865156648992,0.1264573534726911,0.2541962366837791,0.269221627881348,0.223857153567171,0.3369558176077897,0.0474807246406661,874
0.47895809247315874,0.0774303545103881,0.5166587291937339,0.2244394677908049,0.0144212549956613,-1.2981453487151915,0.7483562785410123,0.0836331991494931,-0.4766191305357115,0.4653908934707904,0.0914670168349723,0.2725093634362752,0.537780271780245,0.0680095152441371,0.0656462358448477,-1.412375342440135,0.1002735868251544,0.2445220950926815,0.2609715197691007,0.2334880007443505,0.3396170478235055,0.0474538908252582,875
0.36930438836989987,0.075737334447615,0.0406796596585699,0.2225088921090765,0.0121224071190537,-1.0973663934089972,0.7507051489966623,0.0835646340750625,-0.517270394232781,0.4395202076796653,0.1017430098185081,-0.3651405702014334,0.5361724228925147,0.0804356464979913,0.0624574522009887,-1.702523429679116,0.1092869189798484,0.2479264415802842,0.2897608765930264,0.2285682664123615,0.3473700104641604,0.0474271024537879,876
0.39216975350580524,0.0770103924932417,-0.7547516295475845,0.226793571334475,0.0178258491871971,-1.0607848137686875,0.7353768243233116,0.0869850885479707,-0.3997880997969325,0.4267967839533841,0.0990794652450434,-0.1874088719446844,0.5608440068545666,0.0957096528682934,0.0653333515928194,-0.7459256857712075,0.0947207686835213,0.2980085268116949,0.2851223828368532,0.2554110019340924,0.3531920236807584,0.047400359398136,877
